Msg,Label
""" Because there are so many Fibonacci retracement levels, it is initially highly confusing. Fibonacci Retracements are not entry signals, they are target areas where an entry signal may occur. Trading simply because the price has reached a Fibonacci retracement ratio level is not a wise strategy. Another confluence is required before tradesÂ canÂ beÂ taken""",ham
 Jana driving this call so make sure everyone join the call,ham
"Buy1 Get1 FREE with Lenskart Gold Membership this Valentine & 14% Cashback on all orders. Explore the most LOVED & TRENDING Styles!TnC
App lskt.me/valentine",spam
"Hope you are enjoying India's Best Video experience with Airtel! Refer a friend to Airtel prepaid & avail assured Rs100 coupon, t&c. To refer, click i.airtel.in/rs100coupon",spam
" Mr. Vijay, don't blame yourself. Losses are inevitable. I believe that after this adjustment, you will lead us to make a lot of money, just like every time we fell before, we will always win.",ham
 Okkð,ham
 Ok,ham
 Happy diwali to all,ham
" I am answering everyone's stock questions. If you have any stock questions, please leave a message to me or my assistant Rama. Before the holidays is the best time to make a trading planâ",ham
"Wednesday Bonus@JioMart,Bangalore!Onion Rs 41/Kg,Sweet Corn Rs 8/Pc,Banana Robusta Box (6Pc) Rs 29,Also at SMART &SMART Point store bit.ly/3ESiOJm 10Nov,TC",spam
"Your request for How to Videos - 7 Days activation could not be processed due to insufficient balance and currently in pending state. Kindly recharge your account to activate the service,Set your favorite Song as Callertune,click bit.ly/Ct-tune .For more songs,dial 1234 or 55655 (Tollfree).PLAY cricket contests & WIN Rs100 COUPON- bit.ly/3l7an2Z",spam
Watch the India vs Srilanka series LIVE on Sonyliv with Airtel Xstream Play. Click to watch - open.airtelxstream.in/Sonyliv_Subs_at_Rs1,spam
 Anyone wants to do Rack n stack activity at Bengaluru site,ham
 Now it's working after unlock the pulse,ham
""" Major Trend The long-term direction of a security or market, which may last for months, years or even longer. It is the most important trend and determines the overall direction of the market""",ham
" I got some emergency , so will be bit late.",ham
 Reply to all on the same email chain,ham
"Maximize the benefits of your Airtel Pack. Enjoy free TV shows, movies & live channels on Airtel Xstream Play. Install now : open.airtelxstream.in/FREE_CONTENT",spam
""" Identifying and understanding the primary and secondary trends is important because it can help make better decisions about when to enter or exit a position. For example, if the primary trend is bullish (upward) but the secondary trend experiences a brief pullback (downward correction), traders can take advantage of the opportunity to purchase the asset at a lower price in anticipation that the primary trend will continue to move upward in the long term. On the other hand, if the primary trend is bearish (downward) but there is a brief upward correction in the secondary trend, the trader can use this opportunity to sell the asset at a higher price, as the primary trend is expected to continue to move downward in the long term""",ham
" Network disconnected, will join in few minutes",ham
 I will be joining late today by 30 mins,ham
Your WYNK Premium subscription is expiring. To enjoy ad-free music on WYNK for 28 days & 5GB till existing pack validity recharge with Rs98. i.airtel.in/RechargeNow,spam
"Surprise! You've got 2GB FREE data. 
Claim it on Airtel Thanks App before it's gone. Valid on first time download only.
i.airtel.in/2GB_FR",spam
 To complete the windows update,ham
"Did you know that Health Insurance premium can now be paid on EMI basis?
To know more click https://fdrl.in/t/ZYK3Rw - Federal Bank",spam
 Both,ham
 Ok cool,ham
Have you tried Dunzo Daily yet? Enjoy up to 50% OFF on a wide range of groceries with FREE delivery in 19 min. T&C apply. https://dunzo.onelink.me/jWqC/home,spam
Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 22nd Aug 2021. TnC,spam
 +916232014309.vcf (file attached),ham
"(Kartik) Amazon urgently recruiting for part-time jobs, daily salary 1000-7000rs CLICK JOINING: wa.me/917993184064
",spam
The person you were calling at 05:30 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
The person you were calling at 13:55 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
" If it weren't for the XAI International Securities Trading Competition, I don't think we would be here. I have made all preparations to win this competition.",ham
"The Beekeeper is LIVE on Airtel Xstream Play
Enjoy access to 20+ OTTs, including LionsgatePlay, Sony LIV, Eros Now, Hoichoi, Chaupal and more. 
Watch now at No Extra Cost - open.airtelxstream.in/Sunnxt_Free_30days",spam
 Hi team,ham
Cloudnine administrator has assigned 6 courses to you. These courses need to be completed by 05-03-2021. Please click on the link to start your training https://cloudnine.ipchealth.in/dashboard,spam
" It's okay too, bonds are stable, low-risk, and can offer decent returns",ham
 Laptop monitor not working,ham
 ?GIF omitted,ham
 ð°Market view,ham
 Hi team follow this book to make u r self families with switching,ham
 I look forward to your continued stock recommendations.,ham
 Is there any small hole on touchpad?,ham
 Ty,ham
 The week has ended with a small profit,ham
 Okay Iâve seen it,ham
 A- Identify the trend and level of Fibonacci retracement level.,ham
" âAlthough Nifty and Sensex rose sharply, there was no significant increase in trading volume today, which means that today's rebound is due to institutional investors reducing their selling of large-cap stocks and blue-chip stocks, rather than a large number of investors buying",ham
 I believe you can lead us to victory.,ham
?? ????????????????? ????? ??????!!! 359 ???????  ????  ?????????  2GB ?????? +???? ????? 28 ????? ???????.??????? ???????. Click http://bit.ly/ViRC20,spam
 ????,ham
 Joined.,ham
 That concludes our evening review. Last week I shared with you how to use moving averages. I believe everyone now has a good understanding of moving averages. Tonight I will be sharing what trends are.,ham
" Often, itâs not enough to focus on just one aspect to judge the market. Sometimes, even if the news is positive, the market may not perform well",ham
 Yes,ham
 I will be joining late today by 9,ham
 The IT sector is set to start rebounding today,ham
"LAST DAY
Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Hurry!Click bit.ly/3wBGIWk for TnC",spam
 I just now able to call or do anything,ham
""" Good evening, investors. Itâs time for our evening review. First, let me share todayâs market situation with you.""",ham
"Weekend Deals @SMART Point Store,B2G1 Parle Krackjack/Monaco 800g,Rs 30 OFF Pears Pure&Gentle Soap 125gX3,Date Crown Fard 500g Rs 185,Click bit.ly/2Pt4boF T&C",spam
 Failure is the key to success,ham
 +916232014309.vcf (file attached),ham
 Okay,ham
Catch this year's biggest T20 event LIVE! 1yr Disney+ Hotstar VIP subscription@Rs401.Also get 3GB/D+16GB & Unlimited Calls for 28D.Click bit.ly/Vi-HSVIP,spam
 ?GIF omitted,ham
" The holiday is coming to an end. Anyway, there is still one trading day left this week, so I must help everyone make plans and arrangements. Even on vacation, I still haven't forgotten my responsibilities. I am responsible for the interests of all membersð¤",ham
 This knowledge is extremely useful,ham
 Yes,ham
""" It's uncertain whether we can hold above 24,400 points today""",ham
 Tomorrow is Independence Day let's hope the market is kind to us todayðð,ham
 Is it working for u kk? On mobile,ham
 Yes it has confirmed that the inflation issue is being addressed,ham
"Hi Jithu,
Celebrate your Birthday at shoppersstop.com
Click bit.ly/SSLBd Use code HB03 & get Rs.250 off on shopping of Rs.2500. T&C",spam
""" Recently, the easing of price pressures in the U.S. has bolstered the confidence of Federal Reserve officials in considering rate cuts. At the same time, they have refocused on the labor market, which is showing more signs of slowing down. Atlanta Fed President Raphael Bostic stated on Tuesday that recent economic data has given him """"more confidence"""" that the Fed can bring the inflation rate back to its 2% target, but he would like to see """"a bit more data"""" before he is ready to support a rate cut.""",ham
"Redcliffe Labs: Healthy India Ki Trusted Lab
Book your Health Checkup for only Rs 399/-
81 Parameters
Free On-Demand Doctor Consultation
Call: 9953594410",spam
 That includes myself,ham
Worried about home security while you're away? Get Airtel Xsafe with real-time alerts for person/motion detection. Book now to enjoy FREE installation and travel worry-free! i.airtel.in/PreEye,spam
 Team,ham
 Good ??,ham
" Hi Team,",ham
 Logged in with desktop now ,ham
 Thanks kk,ham
Want Unlimited high speed data? Join Vi Postpaid on Entertainment plus 699 plan to enjoy unlimited high speed data & calls with 1 year subscription of Amazon prime and Diney+Hotstar VIP.To know more walk-in to nearest Vi store or give us a call to 97451 97450.You can also order online click http://bit.ly/3amKf1E ,spam
"FLAT Rs40 CASHBACK on Bill Payments of Rs80 and above.
Download Airtel Thanks App and open your Airtel Money Wallet.
Click i.airtel.in/walletB",spam
"Mic Drop Offer- only for 24 hours! Wynk Premium now @Rs 99 for 3 months. Get unlimited downloads, Hello Tunes & ad-free music. Get now https://open.wynk.in/pae1",spam
" Yes, some of you may have guessed it. This is one of the three strong stocks that I recommended before that meet the MACD and Bollinger Bands buying techniques. It is also a low-priced stock with a relatively small market value. This afternoon, the stock price has begun to rise, which is a strong buy signalâ",ham
 If they insist on waiting until the inflation rate drops to 2% before cutting rates it's basically like saying they won't be cutting rates at all.,ham
""" In our Domestic market, it is still a time full of vitality and opportunities. I firmly believe that India holds huge potential whether in the field of investment or the real economy. Although the competitive environment we face is extremely fierce, it is precisely these challenges that inspire the passion and belief in our hearts.""",ham
 But what trends do investors want to make money on?,ham
"Were committed to keep you connected. If you need immediate assistance, you can quickly access 24/7 support, simply click wa.me/919654297000?text=Hi",spam
 ??Useful during home quarantine,ham
 Remove the battery and connect back,ham
 Pls look in to it ASAP,ham
 ??,ham
"Biggest Dhanteras Offers@
VISHAL

Pressure Cooker 5L(Mrp1549)
50%OFF- Rs775
ONLY TODAY
+
FREE-VIP Trolley,Duffle Bag
+
7.5% SBI Cashback
TnC",spam
 live location shared,ham
 I have sent bro,ham
 We look forward to the professor continuing to guide us in trading stocks,ham
" The underlying logic of the DIF (Difference) is that the short-term Exponential Moving Average (EMA) reflects the current price trend, while the long-term EMA reflects earlier price trends. Therefore, if there is a significant gap between these two EMAs, it indicates that the market is trending either upwards or downwards. The MACD Histogram oscillating near the zero line indicates the strength of the trend",ham
"LET SAVING WIN THIS DASARA@STAR BAZAAR!!!
Onion@21/Kg
Banana@30/Kg
Star Sunflower oil 1L@154
Star Chakki Atta 10Kg @365
SBI Bank offers:
Credit Card: 5% CASHBACK on shopping Rs 2000
Debit Card: 5% INSTANT DISCOUNT on Rs 3000
T&C",spam
 Transaction completed. Iâm waiting for your next trading advice,ham
"FREE ENTERTAINMENT ALERT! Watch No Time to Die on Prime Video Mobile Edition. Claim 30 days trial, One time offer. TnC
Click u.airtel.in/PVME",spam
"Unfold your world! Pre-book the Galaxy Z Fold3 | Flip3 5G, get upto Rs7000 cashback or Upgrade Bonus & Free 1 yr Samsung care+.TnC. rml.fm/eZ5otpaa - Samsung",spam
